frame,x,y,bbox_x,bbox_y,bbox_w,bbox_h,area,aspect_ratio,extent,eccentricity,laplacian_variance,gaussian_fit_residual_sum,fitted_sigma_aspect_ratio,Ag_gaussian_amplitude,sigma_x_pixels,sigma_y_pixels,fwhm_x_pixels,fwhm_y_pixels,fwhm_avg_pixels,gaussian_offset,r_squared_gaussian,rmse_gaussian,Ibcnt,Ib_photons_emitted,Idetect_photons_camera,Iphelect_photoelectrons,siamese_embedding,particle
52,77.11267605633803,32.429577464788736,71,26,13,14,142,0.9285714285714286,0.7802197802197802,0.662205997225956,2182.354248046875,17882.391083487717,1.7455322755726264,217.56396553008256,1.78360584450138,3.11334156847713,4.20039176380075,7.331919393763641,5.766155578782196,27.110346561750006,0.9607583938409775,11.221957564251309,708720.0,4724800.0,70872.0,50319.119999999995,"[ 2.010036   -4.3907185   1.5135839  -4.098082   -0.5142581   0.11583507
  0.11087665  2.4064443   2.5432818   0.5575444   0.5182197   1.4779326
  4.733152   -1.3690598  -0.79807246  0.6885196  -0.4530923  -2.99195
 -1.0453992  -6.7765784  -1.8676038   5.8429084   1.035226    0.59927833
  4.414262   -1.0095278  -0.85321164  0.6400813  -0.9417586  -5.504119
 -4.009327    3.0238087  -2.6366804   1.7579043  -1.0217749   6.006177
 -2.6391184  -0.73202014  2.9386458   0.6757667  -0.4772068  -1.0097643
 -1.8849709   0.31803495 -0.12686217 -1.6640354   0.7453679   0.25364923
  3.9407716  -2.286318   -0.58537555  1.6501925   4.1275206  -0.07107317
  0.67005634 -1.5772333  -0.0687581   1.4968257  -2.7057855   2.654187
  1.2301918   0.5152112  -1.5924346   0.83529186 -3.2328613   0.79091763
 -1.8564891   1.1902559  -5.0027657  -2.7861037  -1.0477906   1.429008
 -8.391339   -0.58754706  0.87873966  5.4064445  -3.3817255  -1.4512308
 -0.4003654  -2.1932664   2.9156518  -1.2314404  -1.9314675  -0.31804004
 -0.55684924  0.6573869   4.300203    2.8641593   1.2284874   0.66974676
  5.1870885   3.126417    2.5604308  -4.241122   -0.24212158 -0.01965011
 -0.19115698 -0.39759585  2.3603768   0.8396511  -0.96277535 -0.4397807
 -2.0277874   1.1240638   0.4441166   1.5084304  -0.60509324  1.2456219
  1.4117026  -4.3513465   3.025411   -1.3306912   0.21454088 -0.15143642
  0.7678536   3.1979783  -1.2501731  -0.89543504 -3.7169185   2.7024362
  6.0215464  -0.49719915  1.6201218   2.665702   -2.27376    -0.3283738
  3.5144775  -0.40865552]",0
53,77.9921875,32.6484375,72,26,12,14,128,0.8571428571428571,0.7619047619047619,0.5980642560462,1821.9830322265625,14394.417530283692,1.6461394742165634,211.69983411445224,1.7075008497493736,2.810784551030769,4.021164501159775,6.6193976176774605,5.320281059418617,35.9212531130427,0.9625320885684507,10.604545579860616,708928.0,4726186.666666667,70892.8,50333.888,"[ 2.0140743  -4.3854485   1.5181664  -4.0974307  -0.5154769   0.11713573
  0.10998723  2.4094326   2.5431113   0.550504    0.519258    1.4804159
  4.7322726  -1.3691422  -0.7998798   0.6822582  -0.45360366 -2.9930203
 -1.0468394  -6.7818823  -1.8678874   5.8430033   1.0471593   0.60217726
  4.4185963  -1.0139939  -0.8543595   0.6400553  -0.9488706  -5.5133286
 -4.0109386   3.0289657  -2.6420965   1.7590172  -1.0198151   6.006697
 -2.63997    -0.73231673  2.94346     0.6785186  -0.47741666 -1.0126771
 -1.8875344   0.31779325 -0.12647343 -1.6770519   0.748142    0.26210403
  3.9442892  -2.288305   -0.59121644  1.6500347   4.1395254  -0.07146261
  0.6708405  -1.5767984  -0.07041118  1.5002624  -2.7109478   2.6535091
  1.232331    0.507445   -1.590542    0.8353952  -3.23293     0.77746665
 -1.861766    1.1885641  -5.0018344  -2.7787457  -1.0475092   1.4309189
 -8.388795   -0.5867242   0.8825168   5.410281   -3.3853533  -1.4508966
 -0.40022302 -2.1977394   2.9185581  -1.238072   -1.9364984  -0.31713846
 -0.55640626  0.65817064  4.2915626   2.8639393   1.2288343   0.67018116
  5.1915884   3.1255188   2.5600512  -4.2402463  -0.24288216 -0.02277411
 -0.19417131 -0.40400758  2.3695157   0.8383019  -0.9648651  -0.4475912
 -2.0281527   1.1281725   0.44693327  1.5075445  -0.60617125  1.2452595
  1.4216917  -4.3568807   3.0252538  -1.327232    0.2124319  -0.15167704
  0.7668447   3.1981955  -1.2508119  -0.892559   -3.7222118   2.6975803
  6.0269837  -0.4975393   1.6220516   2.6653922  -2.2765443  -0.32898217
  3.5162752  -0.40760654]",0
54,75.59504132231405,30.776859504132233,70,24,12,14,121,0.8571428571428571,0.7202380952380952,0.59463835794051,2203.597900390625,13510.388137134854,1.5695448174898972,222.0773809798798,1.8270383237895584,2.86761853245933,4.30267525252441,6.753241643941722,5.527958448233067,30.75217606763087,0.9670330388829748,10.56674501948919,659008.0,4393386.666666667,65900.8,46789.568,"[ 2.0161564  -4.385844    1.5140156  -4.0955663  -0.5156762   0.1161685
  0.11068889  2.4078767   2.5429313   0.55022305  0.5181055   1.4795054
  4.7288857  -1.3695309  -0.79895616  0.6852947  -0.45185483 -2.9925256
 -1.0475049  -6.7785077  -1.8660014   5.842578    1.0396079   0.6022821
  4.4175243  -1.0133079  -0.8535627   0.6387886  -0.9432382  -5.514355
 -4.0110664   3.0279613  -2.6429846   1.7573911  -1.0235759   6.00667
 -2.6387346  -0.7335098   2.940839    0.67822844 -0.47812858 -1.0091332
 -1.8863447   0.31822395 -0.1253376  -1.6723382   0.7479285   0.2588024
  3.9429712  -2.2874138  -0.5911671   1.6499304   4.1358547  -0.07179276
  0.6702237  -1.576423   -0.07232353  1.500746   -2.710174    2.653315
  1.2321851   0.50884676 -1.5883901   0.83547235 -3.2328718   0.7784108
 -1.8573581   1.1882875  -4.9983354  -2.782207   -1.0478312   1.4315927
 -8.387227   -0.5866429   0.8812105   5.4078727  -3.3840375  -1.4512837
 -0.40035826 -2.1971114   2.9150417  -1.2336442  -1.9333106  -0.31705025
 -0.5559911   0.6580015   4.2950816   2.8640208   1.2288116   0.6723558
  5.1895146   3.1251774   2.559855   -4.2375245  -0.24266174 -0.02286471
 -0.19380271 -0.40359023  2.3673053   0.8390492  -0.9645654  -0.44563973
 -2.0282724   1.123886    0.44555283  1.5078121  -0.60609883  1.2448425
  1.4193082  -4.3546395   3.0262823  -1.3274771   0.21307318 -0.15079942
  0.7672626   3.1978056  -1.2508786  -0.89099497 -3.7198567   2.7001176
  6.0189734  -0.4998462   1.6203357   2.6650517  -2.2750366  -0.32835186
  3.5156     -0.40788418]",0
55,76.4,31.081481481481482,71,24,12,15,135,0.8,0.75,0.6689985069484491,1846.5521240234375,13281.2954685199,1.6403352246037166,227.90397764256542,1.7669345774347966,2.89836502693658,4.161130929858946,6.825649638435646,5.493390284147296,29.57767529119785,0.9713936821775041,9.91866757349397,896768.0,5978453.333333333,89676.79999999999,63670.52799999999,"[ 2.0100884  -4.3896112   1.5137184  -4.0964737  -0.5091042   0.11118335
  0.11060646  2.4071653   2.5466459   0.5561971   0.5196712   1.4778981
  4.731391   -1.3684537  -0.7983395   0.6879572  -0.452815   -2.99498
 -1.0463674  -6.77949    -1.8693128   5.8433204   1.0434885   0.60157824
  4.4146385  -1.0123694  -0.8520646   0.64477    -0.9471151  -5.507059
 -4.0138073   3.024629   -2.627287    1.7609677  -1.0317184   6.008249
 -2.6412036  -0.73444796  2.940473    0.67723405 -0.47757122 -1.0124933
 -1.8880448   0.31712633 -0.12701654 -1.6635984   0.7480694   0.25456238
  3.93996    -2.286114   -0.58482623  1.6508812   4.1251736  -0.07044332
  0.67992353 -1.5793378  -0.07334182  1.4906175  -2.7075353   2.6572235
  1.2346201   0.52088994 -1.5915123   0.83446455 -3.233227    0.7867551
 -1.8602432   1.1923623  -5.002062   -2.78449    -1.0486834   1.4265926
 -8.39857    -0.58575493  0.8777363   5.407571   -3.3817413  -1.4528054
 -0.40013963 -2.1934466   2.9202836  -1.2287377  -1.9353466  -0.32077518
 -0.55900335  0.65604156  4.3069444   2.865379    1.2273893   0.6691276
  5.189422    3.127591    2.5629394  -4.244521   -0.24238434 -0.01853669
 -0.19126666 -0.39101914  2.3658803   0.8405522  -0.9605726  -0.44574976
 -2.0286317   1.1203336   0.4471128   1.5097288  -0.604518    1.2448575
  1.4162078  -4.3534403   3.0239892  -1.3330463   0.21679913 -0.15333095
  0.7695113   3.200174   -1.249353   -0.89516896 -3.716749    2.7093952
  6.024625   -0.49721494  1.62529     2.6676695  -2.272104   -0.32842755
  3.51464    -0.40772802]",0
56,75.39166666666667,32.1,70,26,12,13,120,0.9230769230769231,0.7692307692307693,0.6225609860475583,1769.6151123046875,11771.251646528584,1.6036079828612542,225.76066862691803,1.820064567188581,2.918670069266522,4.286252055729108,6.873468013122659,5.5798600344258835,26.255630122479193,0.9718616613933457,9.90422958745765,721552.0,4810346.666666667,72155.2,51230.191999999995,"[ 2.0087135  -4.383929    1.5156528  -4.0951324  -0.5114834   0.11515546
  0.11039403  2.4075139   2.545529    0.5569462   0.5186796   1.4774235
  4.729854   -1.3683028  -0.8006488   0.68598753 -0.45315987 -2.994009
 -1.0468378  -6.779603   -1.869663    5.8423014   1.042836    0.60106313
  4.416436   -1.0143236  -0.8526418   0.64256346 -0.9496946  -5.5071707
 -4.0117817   3.0257041  -2.6304266   1.7606394  -1.0250269   6.007154
 -2.638849   -0.7310636   2.9390793   0.6775239  -0.47653407 -1.0103908
 -1.8873372   0.31786823 -0.12698317 -1.6668515   0.7478882   0.25598383
  3.939906   -2.28639    -0.5872717   1.650372    4.126699   -0.07072552
  0.67253184 -1.5780344  -0.07012889  1.4953554  -2.7083006   2.6558254
  1.2337732   0.51574045 -1.5908977   0.8353921  -3.2327888   0.78402364
 -1.8607718   1.1891713  -5.0009274  -2.783801   -1.0478656   1.4270489
 -8.388326   -0.58657074  0.8791819   5.4082966  -3.3818777  -1.4521855
 -0.40017647 -2.1951015   2.9181905  -1.2314347  -1.93408    -0.31902185
 -0.5579966   0.65649945  4.301573    2.8641536   1.2278535   0.66899955
  5.1914735   3.1262274   2.562141   -4.24165    -0.24281487 -0.02202261
 -0.19396842 -0.39255276  2.3631558   0.8405669  -0.96153414 -0.44791543
 -2.0274374   1.1226281   0.44675446  1.5085236  -0.60519975  1.2450116
  1.4161376  -4.3532953   3.0241673  -1.3292843   0.21573071 -0.15262297
  0.7686211   3.1995823  -1.2490757  -0.8949205  -3.7172923   2.703897
  6.024153   -0.4959921   1.6235272   2.666919   -2.2724931  -0.32864618
  3.5162475  -0.40751654]",0
57,73.30578512396694,30.388429752066116,68,24,12,14,121,0.8571428571428571,0.7202380952380952,0.724273634635384,1844.6539306640625,20208.381023931073,1.9749632279240443,220.84019572654472,1.6710205251592445,3.3002040902958334,3.9352533367500206,7.771980632646687,5.853616984698354,22.36476064851069,0.9515193995852317,12.92328957428866,710432.0,4736213.333333333,71043.2,50440.672,"[ 2.0132284  -4.3920717   1.5140859  -4.094526   -0.51303595  0.11442477
  0.11084917  2.4067657   2.5444953   0.55411834  0.51936793  1.4785181
  4.7332273  -1.3692353  -0.7994878   0.68780667 -0.45124072 -2.9930084
 -1.0481563  -6.777202   -1.8661082   5.8427644   1.039648    0.6005682
  4.416216   -1.0114894  -0.85268366  0.64169157 -0.9437887  -5.5110855
 -4.012454    3.0257926  -2.6357934   1.7581229  -1.0258541   6.0070906
 -2.6393063  -0.7324338   2.9398293   0.67649233 -0.47804013 -1.0096563
 -1.8861566   0.31793833 -0.12511873 -1.6664187   0.7471577   0.26099443
  3.941089   -2.2866747  -0.5881157   1.6504174   4.1287284  -0.07118761
  0.6767571  -1.5779501  -0.07399198  1.4952176  -2.709748    2.6548758
  1.2336302   0.51391786 -1.5908084   0.8394867  -3.2327468   0.78419065
 -1.8552378   1.1888962  -4.99985    -2.783999   -1.0481913   1.4300946
 -8.396027   -0.5862556   0.8790148   5.406821   -3.3833938  -1.4516482
 -0.400383   -2.1953762   2.9164786  -1.2300297  -1.9323131  -0.3187348
 -0.5573233   0.6572356   4.2985034   2.8642552   1.2280383   0.67227244
  5.1880493   3.1266322   2.5611138  -4.2414675  -0.2425062  -0.02170671
 -0.19401169 -0.39647248  2.3643486   0.8400724  -0.9629463  -0.44456995
 -2.0292323   1.1199051   0.44407248  1.5084541  -0.6052493   1.2452022
  1.4171675  -4.353037    3.0265028  -1.330022    0.21566688 -0.15192267
  0.7682886   3.1982276  -1.2499803  -0.89283794 -3.717114    2.70514
  6.0189605  -0.5019398   1.6202959   2.6662295  -2.274437   -0.32835656
  3.5151036  -0.40789157]",0
58,74.14285714285714,31.92517006802721,68,25,13,15,147,0.8666666666666667,0.7538461538461538,0.7159751833413328,1531.3070068359375,20405.420371559398,1.8558109180094196,210.3389706777181,1.6655776864590772,3.090997255323625,3.922435451611127,7.279298536287137,5.600866993949132,32.06707769257915,0.9527026337070629,11.781866723062008,991984.0,6613226.666666665,99198.39999999998,70430.86399999999,"[ 2.0104933  -4.3931      1.5165874  -4.0976334  -0.5160715   0.11513582
  0.11153981  2.406744    2.545701    0.551408    0.52126694  1.4778908
  4.734738   -1.3692739  -0.80129826  0.6784568  -0.45207554 -2.993874
 -1.0453014  -6.7790685  -1.8686957   5.8423896   1.0472457   0.6000184
  4.4179564  -1.0129825  -0.8534094   0.6468226  -0.94923776 -5.5091376
 -4.0103135   3.025095   -2.6378615   1.7567563  -1.0233868   6.0084376
 -2.6385443  -0.730526    2.9404914   0.67903364 -0.47819486 -1.0086075
 -1.8869383   0.31690574 -0.12481249 -1.6741104   0.7447591   0.26508093
  3.9412973  -2.2850945  -0.58807945  1.6506997   4.1305814  -0.07159641
  0.67988443 -1.5785512  -0.07426223  1.4933119  -2.7091503   2.6552658
  1.2322397   0.5130183  -1.5932603   0.8362143  -3.2328446   0.77959514
 -1.8576227   1.1920847  -5.003781   -2.7780485  -1.0486697   1.4309239
 -8.402256   -0.5860592   0.8798143   5.407702   -3.3831885  -1.4531847
 -0.40051922 -2.1957352   2.91868    -1.2352711  -1.9327033  -0.31923798
 -0.5579109   0.65648174  4.294004    2.8649414   1.2283399   0.66920686
  5.1923194   3.1270685   2.561391   -4.2440577  -0.2426267  -0.01898707
 -0.19330204 -0.39568737  2.3663118   0.84047353 -0.96344197 -0.4449855
 -2.0275004   1.121579    0.44525468  1.5087029  -0.6048011   1.2454071
  1.4262486  -4.3516464   3.02525    -1.3306025   0.21120606 -0.15244451
  0.7678442   3.199959   -1.2499745  -0.894849   -3.7204866   2.7029045
  6.0288     -0.4991075   1.6225108   2.6668077  -2.2739007  -0.3286972
  3.5157619  -0.4078576 ]",0
59,73.32484076433121,33.038216560509554,67,26,13,15,157,0.8666666666666667,0.8051282051282052,0.6410762524754953,2132.232666015625,24675.070637005272,1.757018431125909,209.92375779947884,1.9185591430385813,3.3709437755239167,4.518206781855859,7.938572591358824,6.228389686607342,33.37768283202407,0.9488221388822882,12.536588651334638,775888.0,5172586.666666667,77588.8,55088.047999999995,"[ 2.0121741  -4.3905606   1.5142082  -4.0967946  -0.5156495   0.11355746
  0.11057559  2.4068847   2.5422196   0.555015    0.52038026  1.4795002
  4.7340083  -1.3691908  -0.8016441   0.6883517  -0.45107675 -2.9920578
 -1.0470545  -6.7770185  -1.8663268   5.8422804   1.0371387   0.5997045
  4.4165792  -1.010931   -0.8534826   0.6378275  -0.9419159  -5.5142913
 -4.009589    3.0262654  -2.6375911   1.7576445  -1.018302    6.005578
 -2.6397913  -0.7265816   2.9417152   0.6769694  -0.47793067 -1.0080004
 -1.8856404   0.3185404  -0.12517858 -1.6698474   0.7456558   0.2608819
  3.9420002  -2.2861571  -0.5893501   1.6496615   4.135494   -0.07173578
  0.6686368  -1.5762211  -0.07145426  1.5061219  -2.708837    2.6533704
  1.2319981   0.51083624 -1.5936514   0.8381914  -3.232249    0.7821981
 -1.8526367   1.1892738  -5.002946   -2.7856722  -1.0472609   1.4306709
 -8.390005   -0.58672315  0.88023514  5.4069633  -3.3836148  -1.4503403
 -0.40102032 -2.1973498   2.9135194  -1.2318624  -1.9315724  -0.31663588
 -0.5554071   0.65760154  4.2935934   2.8633962   1.229089    0.6736822
  5.1888595   3.1253119   2.5598276  -4.2399397  -0.24333814 -0.0216378
 -0.19243777 -0.3996658   2.3603683   0.8389591  -0.9643849  -0.44178748
 -2.028872    1.1208247   0.44285607  1.50716    -0.6055129   1.2452842
  1.4144462  -4.3513618   3.0256739  -1.3280283   0.20902137 -0.15120593
  0.76693773  3.1970627  -1.2506291  -0.8935594  -3.7176127   2.6981204
  6.0232115  -0.50133276  1.6181473   2.6649811  -2.2752936  -0.32872367
  3.5158389  -0.4075061 ]",0
60,72.00675675675676,31.12162162162162,66,24,13,15,148,0.8666666666666667,0.7589743589743589,0.7435739534264041,2136.219482421875,24666.687627325824,1.8864474147349362,215.28727486752325,1.767571038359819,3.3344298156742274,4.162629795337374,7.852582215912806,6.00760600562509,31.71579415778171,0.9478095562292432,12.909949972511205,645856.0,4305706.666666667,64585.6,45855.776,"[ 2.0101388  -4.385736    1.5157489  -4.098221   -0.51556104  0.11604473
  0.11114123  2.4063077   2.5438704   0.5603468   0.5194099   1.4772916
  4.733353   -1.3690616  -0.7994995   0.68876165 -0.45314837 -2.9918995
 -1.0467176  -6.776793   -1.8678684   5.842474    1.0344108   0.5986382
  4.4141884  -1.0099033  -0.8532753   0.6374248  -0.94192165 -5.507142
 -4.009275    3.0239773  -2.6397226   1.758043   -1.0186266   6.006539
 -2.638852   -0.73212194  2.9375446   0.6759861  -0.47723264 -1.0087754
 -1.8848981   0.31809634 -0.12696922 -1.6658168   0.745859    0.25393152
  3.9401834  -2.2859652  -0.58608747  1.6501019   4.126351   -0.0713179
  0.664099   -1.5770483  -0.06861016  1.4988912  -2.707316    2.6538372
  1.2303494   0.513617   -1.59283     0.8365166  -3.232699    0.78760135
 -1.856038    1.1899602  -5.0029993  -2.7856784  -1.0479214   1.4299929
 -8.387435   -0.5873597   0.8788524   5.4065576  -3.3820298  -1.4517064
 -0.40012807 -2.194168    2.915081   -1.2331251  -1.9304694  -0.3180286
 -0.55699915  0.65730107  4.2982917   2.8641505   1.228812    0.6691909
  5.1882167   3.1266298   2.5605516  -4.240822   -0.24228525 -0.02056802
 -0.1936301  -0.39765343  2.358924    0.84015584 -0.96266663 -0.4409243
 -2.0279446   1.1256174   0.44406164  1.5082659  -0.60531765  1.2455647
  1.4107835  -4.3503027   3.0262737  -1.3300985   0.21567701 -0.15092501
  0.7677321   3.1985457  -1.2498596  -0.8964514  -3.716879    2.7016952
  6.0217466  -0.4986485   1.6196195   2.665679   -2.2736387  -0.32806343
  3.5153449  -0.40835524]",0
61,73.79432624113475,33.57446808510638,68,27,13,14,141,0.9285714285714286,0.7747252747252747,0.6563025418465301,1841.93603515625,18304.997312549043,1.639317650544735,230.68688712844067,1.8073424972738683,2.9628084563606523,4.25629158107996,6.977413914729336,5.616852747904648,29.850683683944446,0.9636432873786425,11.393975424562102,771200.0,5141333.333333334,77120.0,54755.2,"[ 2.0156574  -4.386741    1.5182468  -4.0944057  -0.5112259   0.11363676
  0.11157557  2.407423    2.5436013   0.5524176   0.5196166   1.4789635
  4.7374225  -1.3690543  -0.79823565  0.68547076 -0.45306885 -2.9933527
 -1.0454571  -6.779286   -1.8662506   5.8421645   1.0402474   0.6007681
  4.417834   -1.0108812  -0.85382533  0.6380235  -0.94394916 -5.517209
 -4.011148    3.026638   -2.6404986   1.7553631  -1.0228559   6.0075936
 -2.6403852  -0.73065567  2.9427977   0.6786937  -0.47870052 -1.0121014
 -1.8859481   0.31681937 -0.12362052 -1.6756094   0.7452575   0.264493
  3.943621   -2.286114   -0.5908774   1.650016    4.137413   -0.07148003
  0.6759633  -1.57712    -0.07487628  1.5027977  -2.7094948   2.6543639
  1.23306     0.50577533 -1.5928167   0.8375317  -3.2331545   0.7839918
 -1.8572229   1.1899046  -5.0024476  -2.7858753  -1.047632    1.432009
 -8.38967    -0.58631605  0.8809318   5.407386   -3.384323   -1.4524521
 -0.40046537 -2.1969306   2.913486   -1.2344967  -1.9333283  -0.3175278
 -0.5566258   0.6569069   4.293036    2.8647795   1.22891     0.6693715
  5.189755    3.12654     2.5602438  -4.236076   -0.24226344 -0.0202669
 -0.1888783  -0.404412    2.3709445   0.8398329  -0.9649569  -0.44600582
 -2.0276546   1.1288797   0.447837    1.5080551  -0.6060495   1.2453296
  1.4231915  -4.3539944   3.0255992  -1.3291162   0.21408372 -0.15199766
  0.7671346   3.198211   -1.2504519  -0.8898551  -3.7207873   2.6952972
  6.02467    -0.5011157   1.6226496   2.6656516  -2.2733257  -0.32875878
  3.5147707  -0.40764755]",0
62,73.32608695652173,32.42028985507246,67,26,13,14,138,0.9285714285714286,0.7582417582417582,0.5927297882933942,1728.102294921875,19145.536585057576,1.405894810626325,216.93315270899262,2.1253254659346497,2.9879840434495,5.0051414722761,7.036702422323573,6.020921947299836,35.42124760588394,0.9575131776319956,11.77861504403169,752800.0,5018666.666666667,75280.0,53448.799999999996,"[ 2.0152333  -4.384983    1.515883   -4.0977335  -0.5170154   0.112391
  0.11125842  2.4069347   2.5424414   0.55363375  0.51977444  1.4791632
  4.734418   -1.3692926  -0.8022529   0.68518806 -0.45116788 -2.9926708
 -1.04659    -6.777087   -1.8667873   5.8421664   1.0364649   0.60159487
  4.4154825  -1.0117291  -0.8538517   0.63737524 -0.9398326  -5.517088
 -4.010637    3.026312   -2.6391656   1.7581434  -1.0230341   6.0065427
 -2.640435   -0.72604585  2.940565    0.6785833  -0.47866032 -1.0088323
 -1.8862699   0.3179412  -0.12676919 -1.672038    0.74639916  0.263062
  3.9423926  -2.2859411  -0.5896518   1.649852    4.1375074  -0.07163114
  0.67022836 -1.5763518  -0.07240102  1.5044646  -2.7082934   2.6536424
  1.2314276   0.5130434  -1.5915815   0.8343582  -3.2326946   0.7839738
 -1.8554283   1.1920946  -5.0017943  -2.782181   -1.0473845   1.4306992
 -8.391103   -0.58619255  0.87998194  5.406419   -3.3825738  -1.4513968
 -0.40078866 -2.196487    2.9149518  -1.2337672  -1.9323037  -0.317104
 -0.5559363   0.65751237  4.297298    2.8644216   1.2291117   0.67141974
  5.188605    3.12569     2.5599566  -4.2393274  -0.2427778  -0.01911486
 -0.19365168 -0.40182158  2.3647509   0.8393594  -0.9635669  -0.44198668
 -2.02851     1.1249825   0.4460497   1.5078434  -0.6051876   1.244958
  1.4158956  -4.3518915   3.0252619  -1.3295977   0.2105683  -0.15133265
  0.7668395   3.1977046  -1.2510542  -0.8932335  -3.7183173   2.700523
  6.0259094  -0.49998263  1.6209012   2.6648037  -2.2741573  -0.32851702
  3.5147703  -0.40773177]",0
63,72.78333333333333,31.833333333333332,67,26,12,13,120,0.9230769230769231,0.7692307692307693,0.6347042169300872,1634.921630859375,13531.596552525574,1.5853446137573193,242.08513481567516,1.7735370771311905,2.811667452528832,4.176679816643953,6.6214768507054,5.399078333674677,14.8790413971593,0.9715710637396394,10.61900676166937,971152.0,6474346.666666666,97115.19999999998,68951.79199999999,"[ 2.0194476  -4.3836184   1.5162109  -4.0914254  -0.507363    0.11447084
  0.11135474  2.4083486   2.544684    0.54766625  0.52333117  1.4793209
  4.7306046  -1.368865   -0.7963501   0.6777229  -0.45619744 -2.9947429
 -1.0462657  -6.77966    -1.8666612   5.8431926   1.0495824   0.6006813
  4.4177527  -1.0124462  -0.8543184   0.64428985 -0.95094913 -5.5216236
 -4.01485     3.0274007  -2.6501908   1.7562547  -1.0302837   6.0090833
 -2.6413639  -0.73527074  2.942646    0.67846125 -0.47931284 -1.0147606
 -1.8870149   0.3164035  -0.12327839 -1.684039    0.74694824  0.26407194
  3.9447057  -2.2855723  -0.5926912   1.6502903   4.134206   -0.07164643
  0.68457246 -1.5775938  -0.07912037  1.4879414  -2.7123425   2.655212
  1.2358081   0.4993846  -1.5895625   0.8309753  -3.2340486   0.7759061
 -1.8582727   1.1889138  -5.0024924  -2.7744915  -1.048404    1.4348319
 -8.393302   -0.58572704  0.8810993   5.4072056  -3.3847985  -1.4530946
 -0.4002356  -2.1982157   2.9195368  -1.2361428  -1.9350613  -0.31889763
 -0.5567108   0.6568991   4.295528    2.8657901   1.2290432   0.6683018
  5.1885505   3.1273437   2.5611713  -4.238324   -0.24261367 -0.01962865
 -0.19442558 -0.40869722  2.3830338   0.839731   -0.96490157 -0.45486963
 -2.0294743   1.1298774   0.4502523   1.508598   -0.60563755  1.2449675
  1.4335457  -4.3552976   3.0265052  -1.3303944   0.21639942 -0.15195355
  0.7671802   3.1978421  -1.2505109  -0.8889312  -3.7234807   2.6994379
  6.0202494  -0.5027213   1.6253146   2.6660135  -2.2733858  -0.32886177
  3.5153024  -0.4076509 ]",0
64,75.44827586206897,33.33620689655172,70,28,12,12,116,1.0,0.8055555555555556,0.5717721161328236,1404.84619140625,10968.473686205944,1.4172643606991115,226.1218246270809,1.8743924316409113,2.6565095913288093,4.414194176514346,6.256080087579345,5.335137132046846,20.083047800554947,0.9727622759444771,9.723981059201341,875504.0,5836693.333333333,87550.4,62160.78399999999,"[ 2.0126305  -4.387124    1.518283   -4.0955124  -0.5096738   0.11349609
  0.11099878  2.4079754   2.5458393   0.5461258   0.5202975   1.4784267
  4.7311215  -1.3687193  -0.7989532   0.6814638  -0.4537804  -2.9953744
 -1.0456753  -6.7809434  -1.8687191   5.842139    1.0491099   0.60177594
  4.4170914  -1.0136068  -0.8532711   0.64342725 -0.9512448  -5.515455
 -4.013848    3.0268688  -2.6365988   1.7586104  -1.026624    6.008516
 -2.6410904  -0.73244095  2.9423327   0.67907184 -0.47846374 -1.0119902
 -1.8882625   0.31660074 -0.1248355  -1.674975    0.7476548   0.2609105
  3.9422395  -2.285634   -0.5890944   1.6504097   4.138899   -0.07142188
  0.67977715 -1.578611   -0.0755882   1.4960122  -2.7098954   2.6559968
  1.2356192   0.51006854 -1.5901672   0.83210635 -3.2332113   0.77860117
 -1.8600663   1.1908655  -5.003158   -2.7807627  -1.0480253   1.4294161
 -8.393281   -0.58562785  0.8802648   5.4081326  -3.3836687  -1.4530722
 -0.40020996 -2.1962357   2.9184618  -1.2346867  -1.936272   -0.31913903
 -0.5576547   0.6561473   4.2958593   2.8650932   1.2283337   0.66823983
  5.1914744   3.1266756   2.562066   -4.241765   -0.24271879 -0.0199045
 -0.19260013 -0.39820334  2.3711412   0.8402097  -0.9624921  -0.45072663
 -2.0286033   1.1238238   0.44911802  1.5085126  -0.6058124   1.2448738
  1.4255255  -4.3552136   3.024642   -1.3303943   0.21250962 -0.15306619
  0.76784176  3.199259   -1.2494026  -0.8926119  -3.7213805   2.7008488
  6.0259147  -0.49783638  1.6262752   2.667125   -2.2720764  -0.32894176
  3.5155153  -0.40721118]",0
